place_id,name,rating,user_ratings_total,latitude,longitude,address,types
ChIJiRqGMOtZwokRptjdrnRBTYU,Kilogram Cafe,4.4,78,40.7483946,-73.9937004,"221 W 29th St, New York, NY 10001","['Coffee shop', 'Cafe', 'Cafeteria', 'Coffee store', 'Espresso bar', 'Juice shop', 'Tea house']"
ChIJ_9SzGFZYwokRFCRsNMWVVL0,Gregorys Coffee,4.1,843,40.7612507,-73.9833608,"762 7th Ave, New York, NY 10019",['Coffee shop']
ChIJVVUR0oRZwokRWwiD0fvlmLY,Three Jewels Café,4.7,168,40.726356,-73.991152,"5 E 3rd St FRNT 1, New York, NY 10003","['Coffee shop', 'Book store', 'Cafe', 'Gift shop', 'Store', 'Tea house']"
ChIJY-9OYONYwokRGu6JhNBwq-s,Gregorys Coffee,4.3,159,40.7581253,-73.9695875,"880 3rd Ave, New York, NY 10022",['Coffee shop']
ChIJka6YlSlawokRMhN3aYCZWG0,Café Grumpy - Lower East Side,4.3,232,40.715148,-73.9902556,"13 Essex St, New York, NY 10011","['Coffee shop', 'Cafe', 'Espresso bar']"
ChIJdxKH8ZZZwokRAbjGVKRCMRk,Coffee Rx,4.4,57,40.7315614,-73.9942811,"33 E 8th St, New York, NY 10003",['Coffee shop']
ChIJBaNI0o1ZwokRwWENuLFqsUY,La Colombe Coffee Workshop,4.3,248,40.7257806,-74.0012273,"154 Prince St, New York, NY 10012",['Coffee shop']
ChIJCddLmANZwokREozNkIX05i0,WFM Coffee Bar,3.2,5,40.7685526,-73.9831866,"10 Columbus Cir Ste Sc101, New York, NY 10019","['Coffee shop', 'Cafe', 'Coffee store', 'Juice shop']"
ChIJTSMGZHxZwokRm09isnto2eg,FifthSip.,4.4,141,40.722558,-73.9953132,"229 Mott St, New York, NY 10012",['Coffee shop']
ChIJNfETS5ZZwokRJeH4fxx77iI,OCAFE,4.3,627,40.7358437,-73.9977032,"482 6th Ave, New York, NY 10011","['Coffee shop', 'Brazilian restaurant', 'Cafe']"
ChIJoX8prKxbwokRRdoG4EbHC14,Hungry Ghost Coffee,4.5,195,40.7153096,-74.0074639,"165 Church St, New York, NY 10007",['Coffee shop']
ChIJPQZCf_xYwokRh7UAnHaBDpU,Gregorys Coffee,4.3,225,40.7588086,-73.9744859,"485 Madison Ave, New York, NY 10022",['Coffee shop']
ChIJeSGI4wNZwokRmkWh-xtbuPU,"Cafe La Fe, coffee shop and bubble tea.",4.9,142,40.7235521,-73.9888109,"70 E 1st St, New York, NY 10003","['Coffee shop', 'Bakery', 'Breakfast restaurant', 'Bubble tea store', 'Ice cream shop', 'Juice shop', 'Latin American restaurant', 'Takeout Restaurant', 'Pastry shop', 'Tea house']"
ChIJyyI0QwBbwokRvRgvBajyr7w,Red Coffee Stand,4.9,212,40.7025449,-73.9870828,"147 Front St, Brooklyn, NY 11201",['Coffee shop']
ChIJOzyVqZZZwokRbNBEKeJZADs,Joe Coffee Company: Waverly,4.5,582,40.7332972,-74.0005659,"141 Waverly Pl, New York, NY 10014","['Coffee shop', 'Catering food and drink supplier', 'Caterer', 'Coffee machine supplier', 'Coffee store', 'Coffee wholesaler', 'Coffin supplier', 'Mobile caterer']"
ChIJ8eUFKhdawokRFjMYpdzFwVk,Bean & Bean Wall St,4.5,653,40.7073176,-74.0124258,"71 Broadway, New York, NY 10006","['Coffee shop', 'Breakfast restaurant', 'Brunch restaurant', 'Cafe', 'Cafeteria', 'Coffee roasters', 'Lunch restaurant', 'Snack bar', 'Tea store']"
ChIJJTMm8wdZwokRsBOVpiDblIQ,Gregorys Coffee,4.2,491,40.7464892,-73.982579,"48 E 33rd St, New York, NY 10016",['Coffee shop']
ChIJXaZb6BJZwokRtn0wzmpDqV4,Ralph's Coffee,4.2,615,40.7401079,-73.9908573,"160 5th Ave, New York, NY 10010",['Coffee shop']
ChIJMaNxh5tZwokRXA1h90zrKZk,Ralph's Coffee,4.0,234,40.7589962,-73.9772973,"630 5th Ave, New York, NY 10111",['Coffee shop']
ChIJU6uZnpFZwokR8XYKsPF3jPU,Third Rail Coffee,4.2,375,40.7299991,-73.9995587,"240 Sullivan St, New York, NY 10012","['Coffee shop', 'Espresso bar']"
ChIJC-wY5I9ZwokR-DBzX6Oj32M,Gregorys Coffee,4.1,316,40.7268964,-73.9958337,"649 Broadway, New York, NY 10012",['Coffee shop']
ChIJ0XwW4wBZwokRiu0v-LnJXbQ,Gregorys Coffee,4.2,381,40.7516212,-73.9807539,"20 E 40th St, New York, NY 10016",['Coffee shop']
ChIJQYmJtx5awokR45_sopkXVNE,Kaffe Åre,4.3,804,40.7151157,-74.0111015,"275 Greenwich St, New York, NY 10007","['Coffee shop', 'Espresso bar', 'Tea house']"
ChIJMdeI3ihZwokRT6vUi5QaFjQ,Cafe Atelier,4.5,224,40.7195671,-74.0083683,"112 Hudson St, New York, NY 10013","['Coffee shop', 'Dessert shop', 'Florist', 'Flower delivery', 'Flower designer', 'Pastry shop', 'Tea store']"
ChIJH_L81YZZwokRby9OPNXaVEM,Le Cafe Coffee,4.5,118,40.7433685,-73.9837146,"407 Park Ave S, New York, NY 10016",['Coffee shop']
ChIJNdeG1v1YwokR57tpo9s3kxc,Bluestone Lane Midtown East Coffee Shop,4.2,481,40.7564078,-73.9769018,"400 Madison Ave, New York, NY 10017","['Coffee shop', 'Bar', 'Cafe']"
ChIJAQA048FYwokRTaaCBdIdYvM,Le Reveil Coffee,4.4,314,40.767191,-73.9592985,"1322 2nd Ave, New York, NY 10021",['Coffee shop']
ChIJK-rcrc1ZwokRgYx58rvxfLw,Sunflower Espresso Bar,4.6,30,40.7578873,-73.981695,"underground level, 1196 6th Ave unit 1, New York, NY 10036",['Espresso bar']
ChIJM77SlaFZwokRUdDxtDv9560,Daily Provisions - Union Square,4.6,1233,40.7376631,-73.9876085,"103 E 19th St, New York, NY 10003",['Restaurant']
ChIJdQpAR71ZwokRkeF531Jk8_Q,Think Coffee,4.0,464,40.738425,-73.9958111,"568 6th Ave, New York, NY 10011","['Coffee shop', 'Cafe', 'Dessert shop', 'Sandwich shop']"
ChIJi4ejSRFawokRzGyNxb9rFHk,Gregorys Coffee,4.0,416,40.7061741,-74.0128588,"42 Broadway, New York, NY 10004",['Coffee shop']
ChIJZwFsq61ZwokRCquELy8Q3Gw,Gregorys Coffee,4.0,798,40.753615,-73.9920415,"520 8th Ave, New York, NY 10018",['Coffee shop']
ChIJU2cGwuRYwokR1yb7K2YK9WQ,Le Cafe Coffee,4.5,245,40.7597355,-73.9697968,"661 Lexington Ave, New York, NY 10022","['Coffee shop', 'Delivery Restaurant', 'Restaurant']"
ChIJMwm7aRZawokR9y8LTeJddIc,La Colombe Coffee Workshop,4.5,575,40.7056386,-74.0083564,"67 Wall St, New York, NY 10005",['Coffee shop']
ChIJtYAJj5pZwokRQAdbtfvjCA0,A's Coffee Spot,4.2,23,40.7564395,-73.993372,"353 W 39th St, New York, NY 10018","['Coffee shop', 'Deli']"
ChIJn84RP29ZwokR-ugKkdBspSo,Blue Bottle Coffee,2.9,138,40.751483,-73.995825,"441 8th Ave #68, New York, NY 10001",['Coffee shop']
ChIJNRSB1_JZwokRYW_A3fPF5nA,La Colombe Coffee Workshop,4.5,470,40.7267631,-74.0070001,"75 Vandam St, New York, NY 10013","['Coffee shop', 'Cafe']"
ChIJS-gkDZBZwokRTU47k4eihtE,Think Coffee,4.1,948,40.7395006,-74.0029454,"73 8th Ave, New York, NY 10014","['Coffee shop', 'Cafe', 'Dessert shop', 'Sandwich shop', 'Wi-Fi spot']"
ChIJlRWYJf1YwokRZwo1aC69WSU,Manhattan Espresso Cafe,4.6,110,40.7553583,-73.9721302,"146 E 49th St, New York, NY 10017","['Coffee shop', 'Espresso bar', 'Pastry shop', 'Sandwich shop']"
ChIJzceONJJZwokRijklbnp78UY,Think Coffee,3.8,147,40.744672,-73.987594,"246 5th Ave, New York, NY 10001","['Coffee shop', 'Bakery', 'Cafe', 'Dessert shop', 'Sandwich shop']"
ChIJ6-Q2PJJZwokRqXUdFUYb--Y,Porto Rico Importing Co.,4.7,846,40.7294917,-74.0016204,"201 Bleecker St, New York, NY 10012","['Coffee roasters', 'Cafe', 'Coffee machine supplier', 'Coffee shop', 'Coffee store', 'Coffee wholesaler', 'Spice store', 'Tea house', 'Tea store', 'Tea wholesaler']"
ChIJ8wF3FI9ZwokRrz0RxZ6u9HY,La Colombe Coffee Workshop,4.3,719,40.7239719,-73.9964165,"270 Lafayette St, New York, NY 10012","['Coffee shop', 'Espresso bar']"
ChIJyQ5DNwNZwokROgxq0fj06is,Ground Central Coffee Company,4.5,298,40.7500253,-73.9718126,"800 2nd Ave, New York, NY 10017",['Coffee shop']
ChIJQ_ujRaJZwokRIrdMi9X7tH0,Le Cafe Coffee,4.5,24,40.760047,-73.9817475,"1251 6th Ave, New York, NY 10020",['Coffee shop']
ChIJhXVzs1RZwokRHF-33kcY5Io,Irving Farm New York,4.2,14,40.7594343,-73.9757835,"645 5th Ave, New York, NY 10022","['Coffee shop', 'Breakfast restaurant', 'Brunch restaurant', 'Cafe', 'Coffee roasters', 'Coffee store', 'Espresso bar', 'Lunch restaurant', 'Pastry shop', 'Tea house']"
ChIJ-Uqs511ZwokRXGryze5zDMY,Verve Coffee,3.8,38,40.7618633,-73.9682894,"731 Lexington Ave, New York, NY 10022",['Coffee shop']
ChIJ576lRxhZwokRJi_4MbqbB7s,Coffee Near Me,4.6,66,40.7527319,-73.983506,"32 W 40th St LBBY SB, New York, NY 10018","['Coffee shop', 'Ice cream shop', 'Pastry shop', 'Tea house']"
ChIJMTaY5fVZwokRCz95ALVLoWs,Blue Bottle Coffee,4.1,322,40.7386586,-73.9872789,"257 Park Ave S, New York, NY 10010","['Coffee shop', 'Cafe']"
ChIJzTYvKadZwokRHL12uY74nEg,Saltwater Coffee,4.2,165,40.7326773,-73.9998286,"126 Waverly Pl, New York, NY 10011","['Coffee shop', 'Wine bar']"
ChIJ19r2XwhZwokRu9S4dTw2nV4,Birch Coffee,4.5,324,40.7434088,-73.9800824,"432 3rd Ave, New York, NY 10016","['Coffee shop', 'Cafe']"
ChIJ1_ePRTdZwokRb13A58rsG3c,Birch Coffee,4.2,95,40.750729,-73.9952215,"423 8th Ave Kiosk A2, New York, NY 10001",['Coffee shop']
ChIJ9cZGKadZwokRMcfI_Q5jg_g,Gregorys Coffee,4.2,676,40.7409453,-73.985497,"327 Park Ave S, New York, NY 10010",['Coffee shop']
ChIJ5f3VIgdZwokRsbIrUR5neqs,Blue Bottle Coffee,4.0,134,40.7511917,-73.9921436,"1 Pennsylvania Plaza #135, New York, NY 10119","['Coffee shop', 'Cafe']"
ChIJo7aE7KVZwokRTFQSEMeHNhM,Patent Coffee,4.4,185,40.7452234,-73.9902283,"49 W 27th St, New York, NY 10001",['Coffee shop']
ChIJnbDrp2pZwokRkdTRs6PILf4,Interlude Coffee & Tea,4.7,243,40.7210615,-74.0086055,"145 Hudson St, New York, NY 10013",['Coffee shop']
ChIJ3Xrz-apZwokRlXC_woD9axg,La Colombe Coffee Workshop,4.3,837,40.7535748,-73.9855053,"Seven Bryant Park Building, 1045 6th Ave, New York, NY 10018","['Coffee shop', 'Cafe']"
ChIJxb7V7_9YwokRsQh0iiKujvc,Gregorys Coffee,4.2,966,40.7558258,-73.9826362,"58 W 44th St, New York, NY 10036",['Coffee shop']
ChIJkXKOZZhZwokRN_djxuoBfQM,Le Cafe Coffee,4.3,259,40.7357843,-73.9927257,"The Victoria, 7 E 14th St, New York, NY 10003","['Coffee shop', 'Cafe']"
ChIJxb7V7_9YwokR23mRwfzp9Xk,Gregorys Coffee,4.3,395,40.7554516,-73.978256,"12 E 46th St, New York, NY 10017",['Coffee shop']
ChIJG3Qn9KhZwokRbLEgvIuSq6o,COFFEED,4.1,30,40.7477348,-73.9861939,"11 W 32nd St, New York, NY 10001","['Coffee shop', 'Coffee store']"
ChIJi7gKOIlbwokRoPYLopZaSwI,Sawada Coffee,4.6,209,40.7181205,-74.0017942,"33 Cortlandt Alley, New York, NY 10013",['Coffee shop']
ChIJex3pOaxZwokRon8dGyD7utM,Best Bagel & Coffee,4.6,6391,40.7522252,-73.9911099,"225 W 35th St A, New York, NY 10001","['Bagel shop', 'Breakfast restaurant', 'Cafe', 'Coffee shop']"
ChIJaR0w9iBawokRGwkdqcC9EPk,Think Coffee,4.3,575,40.7168958,-74.0037433,"350 Broadway, New York, NY 10013","['Coffee shop', 'Cafe']"
ChIJkYYPVA9ZwokRNbLfgJpb5Ms,Whistle & Fizz,4.6,312,40.7306353,-73.9943779,"254 Greene St, New York, NY 10003","['Coffee shop', 'Bubble tea store', 'Cafe']"
ChIJK1yXQO9YwokRPj9clv8k-gQ,Birch Coffee,4.5,699,40.7638094,-73.9666075,"134 1/2 E 62nd St, New York, NY 10065",['Coffee shop']
ChIJWXJM5vhZwokRwiUqBiRXp1k,Fellini Coffee Soho,4.4,428,40.7259702,-74.0015764,"120 Thompson St, New York, NY 10012",['Coffee shop']
ChIJw_L7o8BZwokRKbQ7ZRSqdO0,BUNGEE Coffee,4.7,46,40.7224318,-73.992346,"13 Stanton St, New York, NY 10002",['Coffee shop']
ChIJIf52FrhZwokRPOQ-1eVYVOY,Le Cafe Coffee,4.4,120,40.7530665,-73.9888389,"501 Fashion Ave, New York, NY 10018",['Coffee shop']
ChIJU7LUmalbwokRMMHPFOBMpLg,Dreamers Coffee House,4.8,205,40.712685,-73.9952384,"54W Henry St, New York, NY 10002",['Coffee shop']
ChIJQeNfnQ9ZwokRl84N7A2loNs,Amano Cafe,4.5,472,40.732225,-74.0016988,"172 W 4th St, New York, NY 10014","['Cafe', 'Coffee shop']"
ChIJTelZVEhZwokRwzl8JdiS3EI,Gumption Coffee,3.9,55,40.7407668,-73.9891279,"940 Broadway, New York, NY 10010",['Coffee shop']
ChIJW84VC9tZwokRNQKWjZmwjm8,Cafe Grumpy - Rockefeller Center,4.5,121,40.7592022,-73.9795793,"Rockefeller Plaza, Rink Level, New York, NY 10112",['Coffee shop']
ChIJY6q6vqxZwokR3X1qxq3EWkU,Gregorys Coffee,4.0,359,40.745009,-73.9915697,"775 6th Ave, New York, NY 10001",['Coffee shop']
ChIJYwsOK-ZZwokRSMs_IwYNnYs,Le Cafe Coffee,4.4,286,40.7541658,-73.9861721,"1440 Broadway, New York, NY 10018",['Coffee shop']
ChIJ_0SkkKtZwokRZlbtIC9fYMg,Bluestone Lane Garment District Coffee Shop,4.1,288,40.7524811,-73.9879525,"1375 Broadway, New York, NY 10018","['Coffee shop', 'Bar', 'Cafe']"
ChIJt-lHueVZwokRQNSX5Vidm4M,Blue Bottle Coffee,4.3,430,40.7184835,-74.002449,"396 Broadway, New York, NY 10013","['Coffee shop', 'Cafe']"
ChIJH3MoCspZwokRbK5_rw0-0dM,Think Coffee,3.9,663,40.7522222,-74.0016667,"500 W 30th St, New York, NY 10001",['Coffee shop']
ChIJm977xR5ZwokR1IlUEsz8laE,IndiCo Coffee Co.,4.4,101,40.7447842,-73.991721,"769 6th Ave, New York, NY 10001","['Coffee shop', 'Cafe']"
ChIJl8vdYABZwokRobwgxVclY4I,Coffee Project New York | Tribeca,4.5,22,40.7237622,-74.0105812,"450 Washington St, New York, NY 10013",['Coffee shop']
ChIJoWoj3YNZwokROOadcIr5tXo,Ludlow Coffee Supply,4.3,554,40.7216825,-73.9873972,"176 Ludlow St, New York, NY 10002",['Coffee shop']
ChIJKRXhKhJZwokRWj3WvCjgBao,Bluestone Lane Manhattan West Café,4.5,337,40.7521883,-73.9988174,"435 W 31st St, New York, NY 10001","['Cafe', 'Bar', 'Coffee shop']"
ChIJ01nLKYhZwokR59aeGeGrmq0,Sweet Moment,4.5,1400,40.71763,-73.997147,"106 Mott St Frnt P, New York, NY 10013","['Cafe', 'Bakery', 'Coffee shop', 'Dessert shop', 'Espresso bar', 'Ice cream shop', 'Restaurant']"
ChIJXWr5O5lZwokRzroDGzxfyC8,Think Coffee,4.1,875,40.733009,-73.989712,"123 4th Ave, New York, NY 10003",['Coffee shop']
ChIJuU3yhK9ZwokRVls7Mp3XqLY,Little Collins,4.5,2508,40.7523639,-73.9735114,"708 3rd Ave, New York, NY 10017","['Cafe', 'Breakfast restaurant', 'Brunch restaurant', 'Coffee shop', 'Espresso bar', 'Lunch restaurant', 'Restaurant']"
ChIJr0xfoAFZwokRE0hSsVju2Jk,Blue Bottle Coffee,4.3,293,40.7522643,-73.978451,"60 E 42nd St #140, New York, NY 10165",['Coffee shop']
ChIJ_abIqHtZwokRLWbw0G-lzu8,Café-Flor / Bar 21,4.2,471,40.7440519,-73.9989809,"218 8th Ave, New York, NY 10011","['Espresso bar', 'Bar', 'Florist']"
ChIJu0pLiI9ZwokRHb_t5VKxqy8,Gasoline Alley Coffee,4.6,543,40.7255018,-73.9947774,"325 Lafayette St, New York, NY 10012","['Coffee shop', 'Cafe', 'Espresso bar']"
ChIJy4JbCThZwokR0r51DUEjozc,About Coffee,4.2,329,40.7833432,-73.9742061,"445 Columbus Ave, New York, NY 10024",['Coffee shop']
ChIJq4PkgFVYwokRqNezQUFocOQ,For Five Coffee Times Square,4.0,532,40.7579144,-73.9831988,"117 W 46th St, New York, NY 10036","['Coffee shop', 'Cafe', 'Coffee store', 'Cookie shop', 'Dessert shop', 'Espresso bar', 'Event venue', 'Internet cafe', 'Juice shop', 'Pastry shop']"
ChIJu02Lm2tZwokRY0GI0GtzAKI,Le Cafe Coffee,4.3,375,40.7663395,-73.982921,"250 W 57th St, New York, NY 10019",['Coffee shop']
ChIJAc9Po5FZwokRXjgXoZ4y38I,Irving Farm Coffee,3.9,350,40.7296926,-73.9987703,"78 W 3rd St, New York, NY 10012","['Coffee shop', 'Breakfast restaurant', 'Brunch restaurant', 'Cafe', 'Coffee roasters', 'Coffee store', 'Espresso bar', 'Lunch restaurant', 'Pastry shop', 'Tea house']"
ChIJ4awqvz9ZwokR1JUpz3czMEE,The Clock Coffee Shop,4.4,149,40.7535575,-73.9781361,"inside the lobby of 22 Vanderbilt, 335 Madison Ave, New York, NY 10017","['Coffee shop', 'Breakfast restaurant', 'Lunch restaurant']"
ChIJQTNrM69ZwokR3ggxzgeelqQ,Gregorys Coffee,4.1,1374,40.7477283,-73.9890454,"874 6th Ave, New York, NY 10001",['Coffee shop']
ChIJc0EmQ5tZwokReaQVdBEl2Ro,ENLY,4.3,516,40.722527,-73.995468,"227 Mott St, New York, NY 10012",['Coffee shop']
ChIJm94P8jRZwokRnLnucuQWGxc,Blank Street Coffee,4.0,194,40.7225679,-73.9971817,"236 Lafayette St, New York, NY 10012","['Coffee shop', 'Cafe', 'Pastry shop']"
ChIJ1WdrGKBZwokRae3IJ-W5_7c,Marathon Coffee,4.5,85,40.7810967,-73.9525832,"1592 3rd Ave, New York, NY 10128","['Coffee shop', 'Cookie shop']"
ChIJ69HpqapZwokRifH42t_Dkzk,Bluestone Lane Bryant Park Coffee Shop,4.1,899,40.7554698,-73.9831779,"1120 6th Ave, New York, NY 10036","['Coffee shop', 'Bar', 'Cafe']"
ChIJH1KZKilZwokRYwSxtHI3_N0,Devoción,4.5,927,40.739111,-73.989113,"25 E 20th St, New York, NY 10003",['Coffee shop']
ChIJL1fyf6BZwokRjnzysdh3BvE,Saltwater Coffee & Wine Bar,4.2,190,40.7203405,-73.988765,"90 Rivington St, New York, NY 10002","['Coffee shop', 'Beer store', 'Book store', 'Wine bar']"
ChIJFzVdjyJawokRy2JFNZcc8bY,Birch Coffee,4.5,460,40.7109333,-74.0060101,"8 Spruce St, New York, NY 10038",['Coffee shop']
ChIJ6fMuIIVZwokREpOIPZMzxWk,Think Coffee,4.0,590,40.7254162,-73.9924344,"1 Bleecker St, New York, NY 10012",['Coffee shop']
ChIJJR04UgBZwokRdIavUHMRFDI,Caffe Paradiso,4.5,264,40.7220038,-73.9943176,"202B Elizabeth St, New York, NY 10012",['Coffee shop']
ChIJdff1SRBZwokReaLUMoHGzBk,Bunny&Bro Coffee,4.5,159,40.7545422,-73.9815473,"20 W 43rd St, New York, NY 10036",['Coffee shop']
ChIJRQ24LiZZwokRmZd3-UK6sMQ,Think Coffee,3.7,363,40.721251,-74.0005233,"471 Broadway, New York, NY 10013","['Coffee shop', 'Coffee roasters']"
ChIJf9-RLIRZwokRjcvtdkHcriM,Felix Roasting Co.,4.4,724,40.7450345,-73.9831581,"450 Park Ave S, New York, NY 10016","['Coffee shop', 'Cafe', 'Coffee roasters', 'Coffee wholesaler']"
ChIJXcUIHylZwokRitpVUpEPoUs,Foreigner NYC,4.3,155,40.7413027,-73.9934364,"64 W 21st St, New York, NY 10010",['Coffee shop']
ChIJ3wsoxKFZwokRRg8OvEjE0bc,Irving Farm Coffee,4.2,651,40.7368103,-73.9869409,"71 Irving Pl, New York, NY 10003","['Coffee shop', 'Breakfast restaurant', 'Brunch restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Lunch restaurant', 'Pastry shop', 'Sandwich shop', 'Tea house']"
ChIJfYfBk_tYwokRozvC5UCvOWM,Blue Bottle Coffee,4.3,937,40.7597568,-73.9753786,"10 E 52nd St, New York, NY 10022",['Coffee shop']
ChIJqU4hWWpZwokR2oJ9UNcFgpA,Blank Street,4.5,104,40.7880912,-73.9771422,"2345 Broadway, New York, NY 10024","['Coffee shop', 'Cafe', 'Pastry shop']"
ChIJjV0vETNZwokRNc11EkX46RQ,Blank Street,4.2,126,40.7756985,-73.9582274,"1173 Lexington Ave, New York, NY 10028","['Coffee shop', 'Cafe', 'Pastry shop']"
ChIJA6YpybdZwokR7GAR1rndWsI,Oslo Coffee Roasters (West Village),4.6,233,40.7337975,-74.0054685,"236 W 10th St, New York, NY 10014",['Coffee shop']
ChIJB9FFib9ZwokRPzsGaqjCnoo,Kobrick Coffee Co.,4.3,1465,40.7402731,-74.0055792,"24 9th Ave, New York, NY 10014","['Coffee shop', 'Cafe', 'Cocktail bar']"
ChIJPY2yZV9ZwokRaFYiLjSepNQ,Le Cafe Coffee,4.4,177,40.7592479,-73.9960668,"561 10th Ave, New York, NY 10036",['Coffee shop']
ChIJyx9hdS5ZwokRN1HsBgh5EyM,Blank Street,4.4,548,40.746546,-73.9862104,"298 5th Ave #1004, New York, NY 10016",['Coffee shop']
ChIJlQHSEplZwokRvhA5XFQlX_A,outro nyc,4.4,518,40.7327739,-73.9909553,"816 Broadway, New York, NY 10003","['Coffee shop', 'Cafe']"
